ID;titre;chapeau;mots_cles;type_prix;date_debut;date_fin;nb_occurrences;acces_PMR;acces_mal_voyant;acces_mal_entendant;lieu;url;code_insee
20195;fungi triptyque;rendez-vous en juin prochain a la petite halle de la villette pour un marathon sous le signe de la mutation.;musique;gratuit;2022-06-05;2022-06-06;2;0;0;0;la petite halle;https://www.paris.fr/evenements/fungi-triptyque-20195;75119
19653;atelier d'ecriture avec flora delalande a partir des livres d'artiste de frederique le lous delpech;atelier d'ecriture avec flora delalande a partir des livres d'artiste de frederique le lous delpech dans le cadre de partir en livre 2022;atelier;gratuit;2022-06-05;2022-06-06;2;1;0;0;mediatheque francoise sagan;https://www.paris.fr/evenements/atelier-d-ecriture-avec-flora-delalande-a-partir-des-livres-d-artiste-de-frederique-le-lous-delpech-19653;75110
18252;bibliotheques hors les murs 2022 (glaciere - marina tsvetaieva et italie) : lectures au jardin !;sur les pelouses ensoleillees ou a l'ombre des grands arbres, venez lire et ecouter des histoires. des albums, des bd, des documentaires, des revues, des livres-jeux... il y en aura pour tous les ages et tous les gouts !;enfants;gratuit;2022-06-05;2022-06-06;10;0;0;0;square rene le gall;https://www.paris.fr/evenements/bibliotheque-hors-les-murs-glaciere-marina-tsvetaieva-et-italie-lectures-au-jardin-18252;75113
17278;bibliotheques hors les murs 2022 - saint eloi;cet ete, la bibliotheque saint-eloi fait prendre l'air a ses albums, pour le plus grand plaisir des enfants : c'est la bibliotheque hors-les-murs !;enfants;gratuit;2022-06-05;2022-06-06;16;0;0;0;square saint-eloi;https://www.paris.fr/evenements/bibliotheques-hors-les-murs-2022-saint-eloi-17278;75112
20273;rencontre theatrale pour la piece les dix commandements de dorothy dix;en partenariat avec le theatre national de la colline, la bibliotheque oscar wilde vous propose une rencontre avec stephanie jasmin;theatre;gratuit;2022-06-05;2022-06-06;2;1;0;0;bibliotheque oscar wilde;https://www.paris.fr/evenements/rencontre-theatrale-pour-la-piece-les-dix-commandements-de-dorothy-dix-20273;75120
20239;rendez-vous aux jardins - conte en famille;dans le cadre des rendez-vous aux jardins, le musee cernuschi vous invite a poser un nouveau regard sur le parc monceau.;enfants;gratuit;2022-06-05;2022-06-06;2;0;0;0;parc monceau;https://www.paris.fr/evenements/rendez-vous-aux-jardins-conte-en-famille-20239;75108
20338;angel haze, en concert et presentation de son nouvel ep;angel haze est en concert a la bellevilloise (20e) mercredi 21 septembre 2022, de 20h a 23h.;musique;payant;2022-06-05;2022-06-06;2;0;0;0;la bellevilloise;https://www.paris.fr/evenements/angel-haze-20338;75120
20402;plastic mermaids, paradoxant, wheobe, trio de concerts pop/rock;de la dream pop au rock, le supersonic (12e) vous presente une soiree musicale coloree avec un trio de concerts gratuits, le 28 septembre.;musique;gratuit;2022-06-05;2022-06-06;2;0;0;0;supersonic;https://www.paris.fr/evenements/plastic-mermaids-paradoxant-wheobe-supersonic-free-entry-20402;75112
18909;concerto pour public : a vous de jouer !;ce concert au format inhabituel invite les spectateurs a interpreter depuis leurs sieges luvre de nicola campogrande specialement composee pour eux. tout au long du concert, le public est guide par la cheffe assistante irene gomez c.;musique;payant;2022-06-05;2022-06-06;2;0;0;0;philharmonie de paris;https://www.paris.fr/evenements/concerto-pour-public-orchestre-atelier-ostinato-jean-luc-tingaud-rossini-campogrande-18909;75119
20435;les nocturnes et silent zoo au parc zoologique de paris;"les nocturnes du parc zoologique de paris font leur retour du 23 juin au 11 aout 2022. cette experience originale permettra aux visiteurs de decouvrir la vie sauvage au coucher du soleil. les silent zoo font egalement leur grand retour. munis dun
casque individuel, les visiteurs pourront deambuler dans les allees du parc au son des dj. a la fin du parcours, la soiree se prolongera autour dun verre, le tout dans une ambiance festive. cette annee, la thematique des sens est au cur de la programmation";enfants;payant;2022-06-05;2022-06-06;22;0;0;0;parc zoologique de paris;https://www.paris.fr/evenements/les-nocturnes-et-silent-zoo-au-parc-zoologique-de-paris-20435;75112
20095;ceramique mouffetard;"exposition ceramique, 15eme edition 2022.

tous les styles que regroupe la ceramique seront representes lors de cet evenement.";art;gratuit;2022-06-05;2022-06-06;4;0;0;0;village mouffetard;https://www.paris.fr/evenements/ceramique-mouffetard-20095;75105
20470;stage de dessin cet ete a paris;un stage de dessin d'art est planifie cet ete a partir du 27 juin 2022 a paris. il s'effectue en petit groupe (max 6 eleves) pour un suivi individualise;loisirs;payant;2022-06-05;2022-06-06;;0;0;0;cours avril nathalie;https://www.paris.fr/evenements/stage-de-dessin-cet-ete-a-paris-20470;75111
20504;cyril atef   papatef  fete la musique;veritable homme-orchestre officiant simultanement aux percussions, drum machines, platines et chant, il vous emmenera vers la transe en quelques minutes. papatef va vous faire danser toute la soiree !;musique;non renseigne;2022-06-05;2022-06-06;2;0;0;0;le 360 paris music factory;https://www.paris.fr/evenements/cyril-atef-papatef-fete-la-musique-20504;75118
11107;ateliers signes avec bebe: parents/enfant 0-3 ans;"ateliers ludiques et bienveillants signes avec bebe 0-3 ans

des la naissance!

inscription a la seance

2022-2023

www.compagniemaya.com

renseignements: 06 12 96 65 98 / contact@compagniemaya.com";musique;payant;2022-06-05;2022-06-06;6;0;0;0;le hasard ludique;https://www.paris.fr/evenements/ateliers-signes-avec-bebe-parents-enfant-0-3-ans-11107;75118
17982;jeu de pistes : chicorelys ou lepopee des plantes magiques...;"il etait une fois un royaume ou le bonheur regnait sans partage : chicorelys, un havre de paix dote dune nature luxuriante, donnant les fruits les plus sucres et les plus juteux qui soient, les legumes et les epices les plus sains et parfumes et la chicoree, breuvage national qui ravit tous les palais.
mais ce royaume, helas, est lobjet de toutes les convoitises.";balade;gratuit;2022-06-05;2022-06-06;2;1;0;0;bibliotheque du cinema francois truffaut;https://www.paris.fr/evenements/jeu-de-pistes-chicorelys-ou-l-epopee-des-plantes-magiques-17982;75101
20537;paris sport dimanches : square charles hermite;rendez-vous square charles hermite pour des matinees sportives tous les dimanches matins a partir du 22 mai 2022 !;sport;gratuit;2022-06-05;2022-06-06;88;0;0;0;square charles hermite;https://www.paris.fr/evenements/paris-sport-dimanches-square-charles-hermite-20537;75118
20572;moonchild sanelly;theorem., nouveau label hip-hop & rnb de super!, et le hasard ludique presentent : moonchild sanelly;musique;payant;2022-06-05;2022-06-06;2;0;0;0;le hasard ludique;https://www.paris.fr/evenements/moonchild-sanelly-20572;75118
10887;tournicoti : les histoires du mercredi;les bibliothecaires vous proposent des lectures d'albums ou des histoires en kamishibai.;enfants;gratuit;2022-06-05;2022-06-06;2;1;0;0;bibliotheque glaciere - marina tsvetaieva;https://www.paris.fr/evenements/tournicoti-les-histoires-du-mercredi-10887;75113
20620;djam en concert au new morning;en concert, djam embarque le public avec un live fort et fluide, plein de liberte et de creativite, sublime par un charisme hors du commun. a voir au new morning le 11 juin.;musique;payant;2022-06-05;2022-06-06;2;0;0;0;new morning;https://www.paris.fr/evenements/djam-en-concert-au-new-morning-le-11-juin-20620;75110
20658;stage dinitiation a la gravure;profitez des vacances scolaires pour vous initier a la calligraphie. devenez apprenti calligraphe le temps de deux matinees au musee cernuschi.;loisirs;payant;2022-06-05;2022-06-06;4;0;0;0;musee cernuschi - musee des arts de l'asie de la ville de paris;https://www.paris.fr/evenements/stage-d-initiation-a-la-gravure-20658;75108
20667;ambrose akinmusire quartet;cet ete, venez profiter gratuitement d'un concert de jazz exceptionnel dans le cadre bucolique du parc floral de paris !;musique;gratuit;2022-06-05;2022-06-06;2;0;0;0;parc floral de paris;https://www.paris.fr/evenements/ambrose-akinmusire-paris-jazz-festival-2022-20667;75112
20377;atelier enfants : decorer une maison a lutece;decouvrez l'histoire antique de paris en participant a une visite-atelier en famille au musee carnavalet!;enfants;payant;2022-06-05;2022-06-06;4;1;1;1;musee carnavalet-histoire de paris;https://www.paris.fr/evenements/visite-atelier-au-musee-carnavalet-la-domus-romaine-decorer-une-maison-a-lutece-20377;75103
20403;visite-promenade en famille : la crypte dessous-dessus;venez explorer les vestiges de paris dans la crypte archeologique de l'ile de la cite et autour de la cathedrale notre-dame!;enfants;payant;2022-06-05;2022-06-06;12;0;0;0;crypte archeologique de l'ile de la cite;https://www.paris.fr/evenements/visite-promenade-a-la-crypte-archeologique-de-l-ile-de-la-cite-la-crypte-dessous-dessus-20403;75104
20624;permanences numeriques;ateliers numeriques individuels proposes en partenariat avec l'association colombbus;atelier;gratuit;2022-06-05;2022-06-06;10;1;0;0;mediatheque francoise sagan;https://www.paris.fr/evenements/permanences-numeriques-20624;75110
20745;sortie 13/30 ans;" paris a sous lui un autre paris; un paris d'egouts; lequel a ses rues, ses carrefours, ses places, ses impasses, ses arteres, et sa circulation, qui est de la fange, avec la forme humaine de moins.  (victor hugo, lintestin de leviathan)";balade;gratuit;2022-06-05;2022-06-06;2;0;0;0;egouts de paris;https://www.paris.fr/evenements/sortie-13-30-ans-20745;75107
20466;le jardin des proportions;"combien faut-il de ble pour faire ma baguette? et combien de barquettes de carottes rapees puis-je fabriquer avec 12 carottes? et quel espace cela represente dans les champs?
ne vous etes-vous jamais demande ce que signifie concretement l'empreinte ecologique de notre alimentation? 
le jardin des proportions est destine a montrer de maniere pedagogique et demonstrative, quelle est la surface de terre necessaire a fin de produire les aliments bruts ou transformes que nous trouvons le plus souvent dans nos assiettes ou sur notre table.
a travers la visite de ce jardin, decouvrez egalement quels les besoins en eau necessaires pour la production de ces cultures et l'utilisation de cette ressource dans l'agriculture.";atelier;gratuit;2022-06-05;2022-06-06;2;0;1;1;ferme de paris;https://www.paris.fr/evenements/le-jardin-des-proportions-20466;75112
17924; pop air  a la villette, une experience sacrement gonflee !;decouvrez des uvres monumentales de plus d'une quinzaine dartistes internationaux reunies pendant 5 mois pour une experience gonflable inedite a la grande halle de la villette !;balade;payant;2022-06-05;2022-06-06;;0;0;0;la grande halle de la villette;https://www.paris.fr/evenements/pop-air-a-la-villette-17924;75119
17661;laine en couleurs !;le printemps est bien installe et a la ferme de paris. l'heure est a la tonte des brebis ! a cette occasion nous proposons une activite autour de la laine et des teintures vegetales.;enfants;gratuit;2022-06-05;2022-06-06;2;0;0;0;la ferme de paris;https://www.paris.fr/evenements/laine-en-couleurs-17661;75112
20832;le cinema en plein air mene la danse a la villette;a partir du 20 juillet, le rendez-vous incontournable de l'ete revient avec la 32e edition du festival de cinema en plein air, intitule  alors on danse . sur un transat ou une couverture, mettez-vous a l'aise sur la pelouse de la villette et profitez du film !;cinema;gratuit;2022-06-05;2022-06-06;50;0;0;0;parc de la villette;https://www.paris.fr/evenements/le-cinema-en-plein-air-mene-la-danse-a-la-villette-20832;75119
18250;"atelier ""les petits explorateurs au portugal""";"venez effectuer un voyage de papier d'un bout a l'autre du portugal ! atelier propose par la revue baika.
pour les enfants de 8 a 12 ans - sur inscription a partir du 26 avril";enfants;gratuit;2022-06-05;2022-06-06;2;1;0;0;bibliotheque glaciere - marina tsvetaieva;https://www.paris.fr/evenements/atelier-les-petits-explorateurs-au-portugal-18250;75113
19759;rencontre avec marie tesson (scau);"visites guidees de l'exposition ""soutenir. ville, architecture et soin"" par marie tesson (scau)";expo;gratuit;2022-06-05;2022-06-06;2;0;0;0;pavillon de l'arsenal;https://www.paris.fr/evenements/visite-guidee-par-l-agence-scau-19759;75104
20819;concert d'exception au profit de la recherche contre le cancer;les pianistes alexandre korovitch et yannick henry et le duo versus duet, mene par stephane logerot et valerie yeng-seng, se mobilisent le lundi 20 juin 2022 pour un concert exceptionnel dans la salle des fetes de lhotel de ville de paris au profit de la lutte contre le cancer.;musique;payant;2022-06-05;2022-06-06;2;1;1;1;hotel de ville de paris;https://www.paris.fr/evenements/concert-d-exception-au-profit-de-la-recherche-contre-le-cancer-20819;75104
18940;concert les arts florissants;les arts florissants sous la direction de paul agnew donnent deux versions de lhistoire biblique de jephte, lors d'un concert le 24 juin, a la philharmonie (19e).;musique;payant;2022-06-05;2022-06-06;2;0;0;0;philharmonie de paris;https://www.paris.fr/evenements/jephte-les-arts-florissants-paul-agnew-draghi-carissimi-18940;75119
18957;le role des revues egyptiennes dans la nahda;la nahda constitue une etape fondatrice de l'histoire arabe du xixe et du debut du xxe siecle, qui marque un mouvement de renaissance et de reconfiguration de la pensee arabe.;expo;gratuit;2022-06-05;2022-06-06;;1;0;1;bibliotheque universitaire des langues et civilisations (bulac);https://www.paris.fr/evenements/le-role-des-revues-egyptiennes-dans-la-nahda-18957;75113
19033;peach tree rascals;un rayon de soleil californien arrive a paris  prenez vos places pour le concert des peach tree rascals a la bellevilloise le mardi 28 juin prochain !;musique;payant;2022-06-05;2022-06-06;2;0;0;0;la bellevilloise;https://www.paris.fr/evenements/peach-tree-rascals-19033;75120
19127;"exposition photographique ""yokohama shashin, le japon mis en couleur""";claude estebe, photographe et historien, presente une selection de tirages originaux de l'ere meiji (1868-1912) issus de sa collection. ces photographies  appelees yokohama shashin car elles etaient proposees a yokohama aux voyageurs a leur arrivee, marquerent les esprits de lepoque pour la qualite exceptionnelle de leur mise en couleur. elles sont un temoignage inestimable dun japon souvrant alors au monde et riche dun savoir-faire pictural unique.;expo;gratuit;2022-06-05;2022-06-06;54;0;0;0;maison de la culture du japon a paris;https://www.paris.fr/evenements/exposition-photographique-yokohama-shashin-le-japon-mis-en-couleur-19127;75115
19186;"colloque ""la maternite au prisme du handicap"" - femmes pour le dire, femmes pour agir";"mois parisien du handicap - 
femmes pour le dire, femmes pour agir - fdfa vous propose une nouvelle journee pour penser la place des femmes handicapees dans la societe.
nombreux sont les tabous autour de la vie affective et sexuelle des personnes handicapees : le desir denfant et la maternite en font partie. etre femme, etre en situation singuliere, etre mere ou desirant letre : que de parametres a prendre en consideration !";conference;gratuit;2022-06-05;2022-06-06;2;1;1;1;patronage laique - maison pour tous;https://www.paris.fr/evenements/colloque-la-maternite-au-prisme-du-handicap-femmes-pour-le-dire-femmes-pour-agir-19186;75115
18698;les cine-concerts du louxor !;les cine-concerts sont accompagnes au piano par axel nouveau. pianiste, improvisateur, compositeur et chef d'orchestre, axel nouveau est un musicien pluriel et passionne.;enfants;payant;2022-06-05;2022-06-06;8;0;0;0;cinema le louxor;https://www.paris.fr/evenements/les-cine-concerts-du-louxor-18698;75110
19210;fete de la musique avec clemence de tournemire quartet;sunset vocal session sinvite a la fete de la musique;musique;gratuit sous condition;2022-06-05;2022-06-06;2;0;0;0;sunset & sunside;https://www.paris.fr/evenements/fete-de-la-musique-avec-clemence-de-tournemire-quartet-19210;75101
19361;kidromi + o'o en concert a fgo-barbara;drole d'oiseau hawaien disparu, le o'o renait sous la forme d'un duo musical forme par victoria suter et mathieu daubigne. une pop vaporeuse signee chez infine a retrouver en premiere partie de l'artiste hyperpop et hypercool, kidromi.;concert;payant;2022-06-05;2022-06-06;2;0;0;0;fgo-barbara;https://www.paris.fr/evenements/kidromi-o-o-en-concert-a-fgo-barbara-19361;75118
19566;"exposition ""drag queer"" dambroise au centre victor gelez";dans le cadre du trimestre des fiertes, nous avons le plaisir dexposer le travail photographique dambroise au centre victor gelez.;expo;gratuit;2022-06-05;2022-06-06;48;0;0;0;centre paris anim' victor gelez;https://www.paris.fr/evenements/exposition-drag-queer-d-ambroise-au-centre-victor-gelez-19566;75111
19615;la morsure de tarentule - atelier de theatre et mouvement danse;la tarentule, une araignee symbole dautres dimensions culturelles, se prete a un travail choregraphique selon une approche anthropologique et theatrale.;theatre;payant;2022-06-05;2022-06-06;2;0;0;0;arta, association de recherche des traditions de l'acteur;https://www.paris.fr/evenements/la-morsure-de-tarentule-atelier-de-theatre-et-mouvement-danse-19615;75112
18097;debat : femmes et feminismes au portugal;en 1972, maria isabel barreno, maria tereza horta et maria velho da costa, publient les nouvelles lettres portugaises. ce texte qui va preceder de deux annees la chute du regime salazariste est considere comme lun des pamphlets les plus virulents contre la dictature, condamnant la violence de la guerre coloniale, et surtout affirmant la place des femmes, leurs libertes et leurs droits. le livre immediatement censure est considere comme une reference par les mouvements feministes actuels, et les  trois maria  comme des figures de la resistance a loppression de lestado novo. a la lumiere de cette histoire recente, ou en est le portugal sur la question des droits des femmes et sur leur place dans la societe contemporaine ?;conference;gratuit;2022-06-05;2022-06-06;2;1;0;0;mediatheque jean-pierre melville;https://www.paris.fr/evenements/debat-femmes-et-feminismes-au-portugal-18097;75113
17970;le portugal contemporain, si loin, si proche;lhistoire du vingtieme siecle portugais reste encore trop meconnue en france, malgre les flux importants au portugal de touristes et de retraites francais. mais stereotypes et prejuges continuent davoir la vie dure, du  bon emigre portugais  au triptyque des  trois f   fado, fatima, football.;conference;gratuit;2022-06-05;2022-06-06;2;0;0;0;bibliotheque de l'hotel de ville (bhdv);https://www.paris.fr/evenements/une-histoire-du-portugal-17970;75104
19692;"""heimat, un espace dans le temps (heimat ist ein raum aus zeit)"" de thomas heise";"le memorial de la shoah vous propose d'assister a la projection de ""heimat, un espace dans le temps"" de thomas heise.";cinema;gratuit;2022-06-05;2022-06-06;2;0;0;0;memorial de la shoah;https://www.paris.fr/evenements/heimat-un-espace-dans-le-temps-heimat-ist-ein-raum-aus-zeit-de-thomas-heise-19692;75104
19719;soiree jeux de societe;"mercredi 18 mai et mercredi 22 juin a 18h30
gratuit sur inscription, dans la limite des places disponibles";enfants;gratuit;2022-06-05;2022-06-06;4;0;0;1;bibliotheque fessart;https://www.paris.fr/evenements/soiree-jeux-de-societe-19719;75119
11200;les samedis en famille  creche victor masse;"paris experimente louverture des creches au public le samedi matin.
la creche victor masse et l'association calliope proposent le samedi matin de 10h a 12h un atelier conte et parentalite.";enfants;gratuit;2022-06-05;2022-06-06;;0;0;0;mini-creche municipale masse;https://www.paris.fr/evenements/les-samedis-en-famille-creche-victor-masse-11200;75109
19847;les samedis en famille  creche villiot;"paris experimente louverture des creches au public le samedi matin.
a partir du samedi 14 mai 2022, la creche villiot proposera des activites de 10h a 12h le samedi matin avec l'association reseau mom'artre : eveil corporel, musical et artistique";enfants;gratuit;2022-06-05;2022-06-06;64;0;0;0;creche municipale villiot;https://www.paris.fr/evenements/les-samedis-en-famille-creche-villiot-19847;75112
11521;les samedis en famille  halte-garderie alphonse penaud;"paris experimente louverture des creches au public le samedi matin.
la halte-garderie penaud et l'association mome en famille proposent des activites de 9h a 11h45 : espace de jeux familial, jeux et motricite libre";enfants;gratuit;2022-06-05;2022-06-06;;0;0;0;halte-garderie alphonse penaud;https://www.paris.fr/evenements/les-samedis-en-famille-halte-garderie-penaud-11521;75120
19949;exposition dart nft et visite de galerie virtuelle sur le theme de la fete des lanternes bouddhiques;depuis quelque temps, lart nft ( non fungible token  en anglais) fait parler de lui un peu partout dans le monde. les uvres nft sont des creations graphiques virtuelles qui sont, a linstar de nombreuses compositions artistiques, numeriquement authentifiees et peuvent meme etre achetees par des utilisateurs dinternet. ces uvres dun nouveau genre font depuis peu une incursion dans le monde de lart sous differentes formes : images, videos, photos, ou encore animations, jeux, etc.;expo;gratuit;2022-06-05;2022-06-06;;1;0;1;centre cuturel coreen;https://www.paris.fr/evenements/exposition-d-art-nft-et-visite-de-galerie-virtuelle-sur-le-theme-de-la-fete-des-lanternes-bouddhiques-19949;75108
19936;un jeu de piste / enquete dans paris : le paris est tout vert;lucie covert, militante ecolo est arretee dans le quartier latin alors qu'elle s'appretait a declencher une action coup de poing.;loisirs;payant;2022-06-05;2022-06-06;;0;0;0;quartier latin;https://www.paris.fr/evenements/un-jeu-de-piste-enquete-dans-paris-le-paris-est-tout-vert-19936;75105
20094;beirut electro parade;le temps d'une nuit, des artistes s'approprient et diffusent l'image sonore de beyrouth, metropole vibrante de culture underground.;clubbing;payant;2022-06-05;2022-06-06;2;0;0;0;la bellevilloise;https://www.paris.fr/evenements/beirut-electro-parade-20094;75120
20915;final -manifeste 2022 se termine sur un eclat de rire salvateur;"derniere salve de manifeste dans le grand nord. la nature evoquee par solar est une analogie : lharmonie semble obeir aux lois de la gravitation, selon kaija saariaho. une harmonie stable face a dautres polarites enrichies par des claviers electroniques. la nature de hibernation reflete la solitude absolue. sebastian hilli et jenny jokela, deux jeunes artistes finlandais, assument le caractere naif et sentimental du film danimation et de la simplicite musicale. la nature de la compositrice russe elena rykova est urbaine et heteroclite, transitant par limage, la performance, le multimedia.

enfin, la belle nature chez le norvegien yvind torvund est deliberement deconstruite. par sa musique et ses schemas projetes, le compositeur exhibe certains lieux communs du contemporain : la fiction dune nature idyllique, la preoccupation du genre, la proliferation des fields recordings, linvocation de lintelligence artificielle a propos de tout et surtout de rien... manifeste 2022 se termine ainsi, sur un eclat de rire salvateur.";musique;payant;2022-06-05;2022-06-06;2;0;0;0;centre pompidou;https://www.paris.fr/evenements/final-20915;75104
20945;vive les vacances;"pour feter le debut de l'ete et la fin de l'ecole, la bibliotheque benoite groult se met en fete!
jeux de societe, quiz pour petits et plus grands, exposition et autres surprises...
venez jouer avec nous a partir de 14h. programme detaille et inscriptions ouvertes a partir du 2 juin";enfants;gratuit;2022-06-05;2022-06-06;2;1;0;0;bibliotheque benoite groult;https://www.paris.fr/evenements/vive-les-vacances-20945;75114
20920;bal arrange, dansons tous ensemable;pour cloturer le mois parisien du handicap 2022, la compagnie de danse la halte garderie - johan amselem, vous invite au bal arrange : un evenement festif, inclusif, participatif, gratuit et ouvert a tou.te.s!;loisirs;gratuit;2022-06-05;2022-06-06;2;1;1;1;quai des celestins;https://www.paris.fr/evenements/bal-arrange-3-venez-danser-avec-nous-20920;75104
20809;sobanova dance awards #6;grande finale publique des sobanova dance awards le 10 juin au carreau du temple.;danse;payant;2022-06-05;2022-06-06;2;0;0;0;le carreau du temple;https://www.paris.fr/evenements/sobanova-dance-awards-6-20809;75103
20160;l'arboretum de paris;"l'arboretum du jardin botanique de paris (bois de vincennes)
il abrite une collection de 2000 arbres groupes par familles botaniques dont un bel orme de siberie au tronc orange et un pin napoleon a lecorce marbree de gris et de rose. sa gestion exemplaire en fait un reservoir de biodiversite exceptionnel comportant aussi des zones humides remarquables.";balade;gratuit;2022-06-05;2022-06-06;2;0;0;0;arboretum de paris;https://www.paris.fr/evenements/l-arboretum-de-paris-20160;75112
19728;exposition de photographie  vie nocturne  par dimitri sandler;vie nocturne fait suite a  noctambules , une premiere serie photographique exposee a la galerie andre lalou a montmartre.;expo;gratuit;2022-06-05;2022-06-06;;0;0;0;l'atelier montmartre;https://www.paris.fr/evenements/exposition-de-photographie-vie-nocturne-par-dimitri-sandler-19728;75118
16909;le festival we love green fait son grand retour !;rendez-vous les 2, 4 et 5 juin au bois de vincennes pour la nouvelle edition tant attendue du festival we love green, entre concerts, rencontres, et explorations. cette annee, le festival dure 3 jours, et gorillaz ouvre le bal lors d'une soiree d'ouverture exceptionnelle.;musique;payant;2022-06-05;2022-06-06;6;0;0;0;bois de vincennes;https://www.paris.fr/evenements/le-festival-we-love-green-est-de-retour-16909;75112
21079;stages ete 2022;"du 11 au 13 juillet :

eveil theatre en anglais 4/7ans	 10:00	11:00
eveil arts-plastiques 4/7ans 	 11:00	 12:00
eveil danse 4/6 ans	 10:00	11:00
danse moderne 7/12 ans 11:00	 12:00
anglais remise a niveau 9-12 ans 11:00	 12:00
architecture-maquette 7-12 ans 14:00	16:00
magie 8-12 ans 10:30	12:00
theatre impro 10-14 ans 14:00	16:00
capoiera 6-12 ans 16:00	17:00
bd 7-16 ans 13:30	15:30
theatre impro 8-12 ans 10:30	12:30

du 18 au 22 juillet

bd 7-16 ans 13:30	15:30
magie 8-12 ans 10:30	12:00
eveil arts-plastiques 4-7 ans	 11:30	 12:30
eveil theatre en anglais 4-7ans	 10:30	11:30
anglais remise a niveau 9-12ans	 11:30 	12:30
zumba kids 4-12 ans 17:00	18:00
theatre impro 10-14 ans 10:30	12:30
theatre impro 7-10 ans 14:00	16:00";atelier;payant;2022-06-05;2022-06-06;;0;0;0;centre paris anim' arras;https://www.paris.fr/evenements/stages-ete-2022-21079;75105
21128;a la folie theatre - cours de theatre ados;"et si vous faisiez decouvrir le theatre a vos ados ? 
un bon moyen de se decouvrir et prendre confiance en soi, tout en samusant !";theatre;payant;2022-06-05;2022-06-06;;0;0;0;a la folie theatre;https://www.paris.fr/evenements/a-la-folie-theatre-cours-de-theatre-ados-21128;75111
18700;paris philex 2022, le salon du timbre, de l'ecrit et de la collection;le salon paris-philex 2022 marque le retour des grandes expositions philateliques francaises !;expo;gratuit;2022-06-05;2022-06-06;6;1;0;0;paris expo - hall 5.1;https://www.paris.fr/evenements/paris-philex-2022-18700;75115
21138;se mobiliser a paris pendant la guerre d'algerie, une journee d'etude du comite d'histoire de la ville de paris;"2022 est marquee par la celebration du 60e anniversaire de lindependance de lalgerie apres 132 ans de colonisation francaise et 8 ans de guerre.
ce conflit ne sest pas seulement deroule sur le territoire algerien. des lentre-deux-guerres, la presence de nombreux colonises, linfluence des milieux intellectuels et etudiants, la centralite politique et mediatique, ont fait de paris, un foyer de denonciation du colonialisme. dans les annees 1950, les debats quant a la question coloniale sintensifient et leffervescence contestatrice samplifie parmi les algeriens et parmi les intellectuels et les organisations ouvrieres.
cette journee detude a pour projet devoquer les formes de cette contestation dans la capitale de lempire.";conference;gratuit;2022-06-05;2022-06-06;2;0;0;0;petit palais - musee des beaux-arts de la ville de paris;https://www.paris.fr/evenements/se-mobiliser-a-paris-pendant-la-guerre-d-algerie-une-journee-d-etude-du-comite-d-histoire-de-la-ville-de-paris-21138;75108
21016;les gros patinent bien, cabaret en carton  pierre guillois et olivier martin-salvan;en partenariat avec le centre culturel irlandais apres bigre, succes mondial, pierre guillois et olivier martin-salvan, se retrouvent dans un feu dartifice dinventivite et nous invitent a un voyage imaginaire, fusion de cabaret de bouts de carton et depopee shakespearienne.;theatre;payant;2022-06-05;2022-06-06;8;1;0;1;centre culturel irlandais;https://www.paris.fr/evenements/les-gros-patinent-bien-cabaret-en-carton-pierre-guillois-et-olivier-martin-salvan-21016;75105
21024;des cometes  laure brisa;musicienne, chanteuse mais aussi comedienne, laure brisa pousse la harpe dans ses moindres retranchements pour en explorer toutes les possibilites.;concert;payant;2022-06-05;2022-06-06;2;1;1;0;theatre de l'atelier;https://www.paris.fr/evenements/des-cometes-laure-brisa-21024;75118
21038; pragmatique  et surtout pas  punitive  : l'ecologie de droite peut-elle nous sauver ?;l'ecologie politique a-t-elle toujours ete a gauche ? peut-elle etre de gauche  et en meme temps  de droite ? que font les maires et les elues de droite pour le vivant et le climat ? la croissance  verte  suffira-t-elle ? en somme, l'ecologie de droite peut-elle nous sauver ? a la veille des legislatives, c'est la question  volontairement provocatrice  a laquelle nous tenterons de repondre ce lundi 6 juin a la recyclerie !;conference;gratuit;2022-06-05;2022-06-06;2;0;0;0;la recyclerie;https://www.paris.fr/evenements/pragmatique-et-surtout-pas-punitive-l-ecologie-de-droite-peut-elle-nous-sauver-21038;75118
21144;diam min tekky soiree de soutient a l'apdm;"lhistoire de diam min tekky est l'histoire de trois jeunes, qui en 1997 decident de mettre sur pied leur groupe de rap. aujourd'hui, lorsqu'on evoque le rap mauritanien, difficile de ne pas penser systematiquement a ce trio qui depuis pres de deux decennies lutte contre les injustices en mauritanie a travers leur art, en 2007 le groupe sort son premier album "" gonga "" ce qui signifie verite. dans cet album tres engage, sur le front politique et social, denonce les maux de la mauritanie, les injustices subies par la population et l'inefficacite et la corruption des pouvoir public, vue que "" toute verite n'est pas bonne a dire"" leur discours ne plait pas forcement au pouvoir en place, et en 2010 leur second album ""gonga"" sort, comme un echo a leur premier album, qui portai le meme nom, diam min tekky reste fidele a sa philosophie, a savoir dire la verite coute que coute, le groupe sera par la suite contraint a l'exil en belgique.";concert;payant;2022-06-05;2022-06-06;2;0;0;0;fgo-barbara;https://www.paris.fr/evenements/diam-min-tekky-soiree-de-soutient-a-l-apdm-le-2-juillet-a-fgo-barbara-21144;75118
